,video_id,comments
1911,KWHmIOy8Nzg,"['MHMMMMMMMM!!', 'ARIANA GRANDE  I LOVE YOU', 'Un deseo imposible o posible verte en persona', ""That Mhh again!! I love her smile so much!! It's like seeing the brightest star in her 14"", 'This is the least viewed video on Ariana Grandes account 🤪', 'Alguien viendo esto en julio del 2022?\nSomeone watching this at july 2022', 'That music of *** rings 🤣', 'I love you Ari🧚🏻\u200d♂️', 'Hiii Ariana', 'THE WAY SHE COLLAPSED BYE 3:39']"
1912,HLHegkLuanQ,"['Hello there !', 'This was litteraly posted on my birthday lol', 'I love u 🧚🏻\u200d♂️', 'Hi', 'this outsold every disney show 🐿', 'Anyone?', '👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻', 'If time machine’s existed, I would go back and comment, she would have responded.', 'I love this video this is soo funny 😘😘😘', '🥺🥺🥺']"
1913,tMTkKGFP6Lo,"['Omg', ""I'm here sept 2023"", '16 years late but who gives a fuck its so addicting', 'Kenra joins the journey....😂😂', 'I’m so happy Ari didn’t take down the videos after she grew up!', ""Ariana:What Should We Do?!\nAaron: Fall Asleep!\n😂😂😂😂😂 That's Right Kids!"", 'I thought the brother was Frankie lol', 'te amooo', 'Hahaha la como amo a Ari', 'Who are those boys']"
1914,ojn_nFTedvI,"['omg, i can watch little Ari! these videos are true gems <3', 'hi ari ', 'thumbnail', 'COOL 😎 😊', 'Соишком круто)', 'Eu sabendo q sou a única q ta aqui', 'That Mhh is so awesome!!!', 'Maybe her bother or friend was the singer all along', 'She was so cute back then', 'I love u 🧚🏻\u200d♂️']"
1915,0Jag5EOENq8,"['She looks so happy', 'My wife looks so gorgeous', 'Love her so much', ""She's so pretty that I could cry 🥺"", 'I love her childhood videos so much 💖💖💖', 'Tan dulce la ariana', 'Woooop woopppp love to see 😵😂🦥❤️', 'I love you, my baby :]', 'CUTE', 'Ohh since 15 years ari was so small asf']"
1916,NaaKjAkxI9c,"['The sassy “yes sir” was on point 😂', 'I wonder if she remembers', 'the memoriesssss', ""It's 2023 and I'm still enjoying this show"", 'Hello', 'Очень мило', 'can we please have some shelter?', '15 yrs later...', 'ariana at 14 :\ngirls at 14 now : ugh every girl that don\'t wear crop top, have to be seen by all of the boys, screaming and laughing out loud to be ""cool"" and the most beautiful girl, so looking bad at the other girls', ""I'm literally so in love with this....""]"
1917,S9YiD_qzCP8,"['Ari, what is this??? 😭😭 HHAHAHA', 'what happened to the chick from the first one? 😭', ""2:26  they're like harry,ron and Hermione ❤"", 'Ariana', 'cinematic masterpiece', 'ARIANA GRANDE!!🧡💚💜💛💙❤️...............................................................................................................................................................................................................................................................................................................................', 'Ariana what are you doing here JABAKSND', '1:26 ayoooo it’s the Cat Valentine squeal 😻', 'damn this was a long time ago', 'WHY IS HERE ON MY FYP NOW-']"
1918,JNshDndYB5I,"['Mi serie fav', '*pov ur here in 2023 watching Ariana’s “freaky forever” videos bc u have nothing better to do lol', 'My God 😂', 'omg', 'Not me being in 2022 watching these I has been so long', 'Another parent pushing a kid is what I see', 'outsold floporia🙏🙏', '15', 'I love u 🧚🏻\u200d♂️', '😂😂😂😂😂 Que porra é essa?🤣🤣😅😅😅']"
1919,nWwkJG8dsDE,"['❤', 'bf?', 'bf?😊', 'ARIANA GRANDE!!🧡💚💜💛💙❤️.................................................................................................................................................................................................................................................................................................................................', 'U r adorable', '16 Years later  = PopSart Worldwide', 'omg i would love to be friends with them lmao', '0:09 HER LAUGH IM CRYING 😭😭😭 I LOVE HER', 'you are so lucky Ari!!', 'i love u ari and frankie']"
1920,ZoiONqHI8fA,"['2023', 'The intro takes up half the vid but Who else is watching this in 2023', '2023!!!!! ❤', 'Anyone here from 2023😂😂', 'Isnt he her brother, he kinda cute but he looks so differently.', '❤', 'Oh wow', 'These videos need some new comments.', '2023?', 'Me watching this 15 years later 🤫😅']"
1921,X_KgIsYMKy8,"['😳😳;-; wtf', 'i love her', '1:35 scared me', '0:36 I like that hairstyle that miss Ari had', '2023…', ""Who's watching this in 2023? Me😂"", 'The fact this was 16 years ago and she is a better editor than most people now is really cool \U0001faf6🏼', 'Edição de 16 anos atrás ta melhor do q a minha de 2023', '1:35 why would frankine Put it in your Eye ariana Grande I LOVE YOUR SONG Tho AND I LOVE U.', 'This has nostalgic feel 💖']"
1922,G2r2YetPO0c,"['Freaky forever should have been on television', 'Hi', 'HER SCREAM AS THE RINGTONE WAS HOTTTT!!!!', '2023', '2023 people 👇', 'Aaaaww theye are so cute 💖💝', 'Amo demasiado', '😂❤', 'Her brother looks so different now', '1:44 Why has the music has gone quiet?']"
1923,SaF-hAQA99Y,"['my rabbit☺😗', 'Ariana looked like Chloe from dance moms haha', 'mood', ""16 years m'y god 😮"", 'THIS IS LITERALLY CAT FROM VICTORIUS OR SAM & CAT', 'I got recommended by YouTube', 'Vor 16 Jahren', 'Bruh', '16 years later', '2023 October 12']"
1924,LBKoSOPUMFE,"['So funny ❤😂', 'We are from the future 😂🎉 hi arinna', 'What the heck', '16 years 😮', 'Meu deus eu em 2023 assistindo video de 2007 😮😮❤', 'waktu masih kyut. damnn', ""It's 2023 people"", 'THE CLOTHESS', 'Yeah she definitely comes back to these and look at her younger self', 'i love this']"
1925,qXj9Lw7Geg8,"['RIP grandpa grande', 'My family is the best in the whole wide world!', 'I didn’t realize the grandpa had a Gucci belt on lol😂 Rip grandpa Grande😭we will all miss you very well, same for u grandma if ur still living nvm tho❤ have a good time up in heaven where all of you belong 😢❤you will be missed☹️😊\U0001f979❤️', 'awwwww:)\nso adorable', '1:05', '❤', 'This video sucks', 'So adorable', 'I’ve never seen this video did she unprivate it?', '💘']"
1926,toIjc7ywxc8,"['Little did she know 16 yrs later she would be around the world singing her songs', ""Damn, that's frikkin creative! What a freak show, that perfectly fits the song! Ariana always was a genius and very talented in art, acting and singing."", ""this is 16 years old  THAT'S A LOT OF TIME"", 'Когда вышло это видео, мне было 1 месяц🤕', 'Hahahah', 'Bo way the worh f#ck you existed in 2007', 'I think she will be super inbarresed because this is too old', '2023🙃', 'mini ari', 'our teen years were sooo... hhmmmm whats the word....']"
1927,o5e-x9Bcsgc,"['Hi from almost 2024😮', 'HAPPY 16 YEARS ARIANA', 'Love the way she was carefree here and if she looked back at this vids she would have a reason to laugh and smile', 'LoL 😂❤', 'Anyone 2023?..', '16 yrs and still she got the perfect smile', 'Yall saw the really really want then scrolled there', 'I hate you', 'It is 5 November 2023❤', 'This video is older than me i am in 11th grade highschool 😭🤣']"
1928,0MuXC5U-o6w,"['❤🎉🎉🎉🎉🎉🎉', '❤❤❤❤❤', 'Rapaz não e que nossas vielas de escadas estão ficando famoso mundo a fora😅 primeiro foi Michael Jackson na Bahia, depois Snoop Dogg no rio, e agora Bruno Mars na minha cidade que tanto amo SP 😅 vai segurando mulek, volte sempre 🤪', '❤❤❤', 'My favourite song is 24k', 'Come back, Bruninho! We miss you', 'My mom met your. Uncle', 'Ven a Colombia!!!!!! ❤❤❤', 'Obrigado Bruninho', 'Bruno Marsquinhos']"
1929,1DtiIODxkyI,"['Did you win', 'Hi Idol Bruno Mars Good To know Your Racer To like Mitsuhiro Oikawa or Mitchy.', 'Hey Friend Bruno Your Racer To like Me Great job I am Racer to.', 'Good for you , because you had been in Bahrain already.', 'Drive time to bruno mars hahaha', 'you are so perfect♡  ""to fly just by being my pilot"" ❤', 'BrunoMarsさん こんにちは。ずっとミーティングをサボっています。ほとんどやり取りを拒否してご恩を忘れがちになっています。私の都合ばかり述べてだらしない生活しています。あなたと出会って仲良しになり、たくさんミーティングでよくコメント記入させていただいていた頃が懐しいです。いろいろとお世話になりましたこと、\nどうもありがとうございます。では。失礼します。\n長屋千琴  日本🇯🇵の大阪より', 'I’m a super big fan', '❤ BRUNO MARS SO HANDSOME I LOVE YOU BRUNO ❤️✨🥺💞', 'Am not saying anything bad he looks like micheal jackson😂😂']"
1930,BNro3uBlqVg,"['03:02 When it ringeling, it only mean one thing 😂 facts', 'The intention here was clear...entertain by all means, eat and leave no crumbs 🔥', 'I love Bruno Mars\nA very well total performer 👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏\nSuper galing mo kasi ❤❤❤❤❤', 'Bruno Paak and the Band will be making you 😊 and feeling like a Million after taxes  real smiles 😀 thanks Guys!❤', 'Muito acima da média', 'This performance just makes me smile the whole way thru', 'Collab with Fortnite again', 'Bruno Mars is great...best concert in Las Vegas ❤', 'I can’t get enough of the choreography ❤', 'just listen to this for the first time this year, sorry for missing out a lot of hours of my life😢']"
1931,IPNEjhBlMM4,"['I love your personality, in every way ❤', 'ブルーﾉマーズ大好き', 'Bruno Mars is a legend', ""The weather got better huh Athena understand why you do a video with cardi B don't we know she's Selena Selena's husband has a baby boy I hope his wife doesn't want you she can get the world treatment I don't want things to share I'm not smoking out the window"", 'My fav song artist everrrr', 'A girl likes you and she Is not pretty', 'No girls like you', 'I swear this man makes me want to drink again lmao', 'Fly as me hits hard the best song yet', 'Weird how serveray also spells slavery']"
1932,-nt_u4vo-DI,"['Tocam demais', 'RADHE radhe 🌹', 'Eles são feras', 'Arrasam q energia', 'FANTÁSTICOS', 'I’m sorry but it’s no way I would have sat still this entire performance!! Shit 🔥!!', 'Eles são simplesmente fooooooda', 'F.U.N.K.Y 🔥🚀🪐', 'Hii', 'This song sounds in an action movie 🎥']"
1933,eEQMtIX61LA,"['Simplemente  de otro mundo 1:51', 'Bruno: "" I LOVE YOU BABY!!!"".\nUs: YASS!! 🤗', 'Silk Sonic - Love\'s Train (Lyrics)\n\nOne, two\n\nWarm night, can\'t sleep, too hurt, too weak, gotta call her up\nDial that number, no one answers \'til it\'s two o\'clock\n\nAnd if by chance, you let me come over\nOut on the street, I wanna see you, baby\nAnd if by chance, you let me just hold ya\nI\'m down on my knee, I wanna please you, baby\nOoh, I\'ll be your righteous lover\n\nShe said, ""Sugar, honey, darlin\'\nI really wanna see you, too""\n(I bet you do, bet you do, bet you do)\nIt\'s just that someone\'s over and, baby\nI really wanna be with you\n\nBut if by chance you let me just hold ya\nI\'m callin\', I\'m free, I wanna see you, baby\nOoh, when in need, you said you would be here\nAnd you hold the key to my very being, baby, I\n(I love you, baby) I love you, baby\n\nIf you are that special lover\nAnd love keeps you tied to another\nThat\'s the way it goes on love\'s train\nSometimes, heartstrings can be broken\nBut you just have to keep on goin\'\nThat\'s the way it goes on love\'s train\n\nOn a warm night, lady wants her baby, so she calls him up\nOh, when it ring-a-ling it only mean one thing, come on\nDial that number, no one answers \'til it\'s two o\'clock\n\nAnd if by chance, you just come on over, girl\nI\'m sick and, please, I\'ve got to see you, baby\nOoh, when in need, you said you would be right here\nWell, I\'m in need, I need you to please believe, please believe\nI love you, baby\n\nIf you are that special lover (woo)\nAnd love keeps you tied to another\nThat\'s the way it goes on love\'s train\nYou don\'t need no, you don\'t need no ticket to ride\nSometimes, heartstrings can be broken\nBut you just have to keep on goin\'\nThat\'s the way it goes on love\'s train\nListen, baby, listen, baby\n\nIf deep sorrow, you\'ve been soakin\'\nBut you just have to keep on strokin\'\nThat\'s the way it goes on love\'s train\nLove\'s a hurtin\' thang, yo\nIt makes you want to cry, come on\nIf you are that special lover (lover)\nAnd love keeps you tied to another\nThat\'s the way it goes on love\'s train\n\nOh', '2023 <33333', 'Man this guy is good', 'Love keeps you tattooed to another.', ""This cover is straight 🔥!  I listened to this on my radio market's new urban adult contemporary station on my iHeartRadio app and there was no way I was putting that app to sleep until this banger ended."", 'Been in this RELATIONSHIP ALMOST 2 YRS & FIRST TIME EVER BEING IN LOVE OR MAKING LOVE THIẞ IS OUR SONG ROY &38 4 EVA', ""I couldn't have imagined Michael Cooper would have been proud of hm doing his love train cover"", ""My.dude Bruno makes me feel like I'm back in the 90s 💯 who's feelin it???""]"
1934,8yATbsjxbLo,"['Volta Silk Sonic', '2:44 👀👀', 'silk sonic has no reason to be this good', ""This music is fucking brilliant.\nBig props to *authentic views* for lifting up Bruno Mars. This site cranking up the volume on his journey, and we're here for every note. Shine on, virtuoso!"", 'I love Bruno ❤', 'Muito fã , não há palavras pra expressar, simplesmente curto demais !', 'Bruno Marz, I really really really love you well songs😂😂🎉🎉', 'Mudaram uma palavra ai 😅', 'Vamos deixar meu namorado irritado? 😂🎉', 'こんな\nこんな😂メロディ😂\n懐かしい❗️こんな感じが音楽を好きになるきっかけだった\n懐かしいねー😂\n眠っていた黄色い声を出せそうですよー']"
1935,IQQ-87RSCRM,"[""Bruno has captured that old-school magic while keeping it up to date with today's music. 😊 😎 😎 😎"", 'I Hate Mondays…🐈', 'Tudo organizado 🤩', 'Isso q é artista', ""I love Bruno Mars on stage. Saw him at MGM w Dolby Stereo omg it was SPECTACULAR. BRUNO MARS is touring worldwide SOLO. I liked this Collaboration album, it was fun. Can't wait for him to drop another 24k Gold! Bruno Mars❤"", '🥰🤩😁', 'Eles ficam top combinando', 'Love it my first time hearing it was today. But it is so cute.so bruno', 'Silky, Smooth, Soul to the 10th Power!!! ❤ ❤ ❤', 'Love love ❤❤❤']"
1936,nAUwKeO93bY,"['Essa performance eles sabem quão bom são né 😊', 'Artistas', 'Ha❤', 'Essa performance é demais', 'Damn that was good!', 'Happy two years, SOTW.', 'PLEASE COME TO INDIA, BRUNO AND ANDERSON .PAAK', 'HERE I AM, LIKING EVERY COMMENT BECAUSE MAN, OH, MAN, ARENT THEY SOMETHING', 'I really want this crew come to make Bangkok on fire like them🎉🎉🎉🎉 change Bangkok to Fungkok🎉🎉🎉🎉🎉🎉🎉', '처키 치~~이즈 애드립 지렸다']"
1937,MfpFNRO_hGY,"['Salom', 'Blow the dice for me (woo)\nPut your pretty ass lips together\nBlow it real nice for me (blow it real nice for me)\nYeah, I\'m tryna hit a lick\nAnd slide to the dealership in the mornin\' (wah)\nPoppa need a brand-new foreign\nUh, hot hand, they not gon\' believe me\nBut check the recording\nOoh, just touched down, up a few thou\' (thou\')\nBig booty hoes with me in the big house\nBar full of liquor (liquor), cash for the strippers (strippers)\nIt\'s gon\' get weird tonight, so no pictures\nPretty motherfucker with some money to blow\nI\'m \'bout to buy Las Vegas after this roll\nI\'m \'bout to buy Las Vegas after this roll\nCome on, 7-7-7, let\'s go\nYes Lawd, ah (touch the money, everything)\nSpin the wheel for me (woo)\nBlackjack, bag of rack\nDealer, where you at? Deal for me!\n(Dealer, where you at, where you at?)\nWoo, give me the tips, give me the tips\nGive it some magic, go all in (wah)\nI can see the champagne fallin\'\nI got bills to pay, but bills can wait\nAh, fuck it, we ballin\'\nStacks on stacks (stacks), racks on racks (racks)\nMoonwalk to the money like I\'m Mike Jack\nYes, I\'m faded, pupils dilated\nBut the man in the mirror sayin\', ""Go and get your paper""\nPretty motherfucker with some money to blow\nI\'m \'bout to buy Las Vegas after this roll\nI\'m \'bout to buy Las Vegas after this roll\nCome on, 7-7-7, let\'s go\nOh, whatever you wanna do baby\nI got ya, I got ya\nOh my God\nSilk Sonic\nThis the big one, uh\nYou gotta trust your gut (gotta trust your gut)\nCan you feel it? (I can you feel it)\nOoh, this the big one (Big money)\nYou gotta trust your gut (gotta trust your gut now, now)\nCan you feel it? (I can you feel it)\nPretty motherfucker with some money to blow\nI\'m \'bout to buy Las Vegas after this roll\nI\'m \'bout to buy Las Vegas after this roll\nCome on, 7-7-7, let\'s go\nAah! (I told y\'all, I told y\'all)\n7-7-7, let\'s go (woo-oh)\n(Make a deal with me, I swear to God)', 'the out-laws brought me here ❤', ""Please please please can you start bringing out songs like your original ones like I want to marry you talking to the moon should have got to have flowers catch a grenade for you please our where amazing sorry about the spelling mistakes I lost my eyesight and now you speak to text and it don't always spell things correctly but Bruno Mars That original songs you had at the start of your career where amazing I wish you would start bringing this kind of music back they are Timeless and epic and the best"", '777 money frequency… ain’t you cleaver Bruno…', 'New james bond track track loading', ""This is absolutely the best album ..\nAbsolutely lit what *authentic views* is doing for Bruno Mars, putting him on the map. It's like they've got the secret sauce, transforming him into superstar. Groove on, and we'll be tuned in!"", 'I came when i heared this🗣🗣🗣', 'I heard this song more than 100 times never getting enough that is crazzzzzzzzyyyyyyyy 🎉❤', 'smokin out the window is like this']"
1938,zJkr7T4KUIY,"['Blasting off to some good vibrations!!', ""This is absolutely music. Masterpiece type of music. Whoever doesn't love this don't know music and music that they hear ain't music. It's some more shit. I'm glad these guys brought this out.... Keep jamming fellas...."", 'The ending of the instrumental is absolutely astounding', 'It seems he has moved down half a century. Really loving this alublum though.', ""I think I'm rather an air conditioner"", ""This album as a whole is just a MASTERPIECE!\nYo, this *authentic views* be doin' wonders for my boy Bruno Mars! They takin' his talent to the next level, boostin' him up like a true star. Keep slayin', king!"", 'No one:\nMe: is it to survive depression?!?😢', '👏', 'I have a cover of that song in Spanish with all due respect if anyone wants to hear it', 'Aque sunputa madrenpomchis anincios']"
1939,2x2ZbherL-8,"['get ready for frisky business. 😼🐶🐾', 'Now this song is playing for the teaser for the new Garfield movie coming soon', '1:17 is where Garfield starts', 'GARFIELD MOVIEEEEEE', 'AYO THIS THE SONG FROM GARFIELD', 'I came here thanks to The Garfield Movie using this for their trailer tease.', 'The Garfield Movie Trailer Releases Tomorrow!!', 'The Garfield Movie (2024)', 'This is now related to garfield', 'Anyone came here from that one Garfield movie teaser?']"
1940,5twpnDFJpxo,"['Bruninho ❤', 'Incredible song, these guys are so talented', ""It's 2023 but this song"", 'Yooo! 🙆🏾\u200d♂️🙌🏾🔥🔥🔥', 'Oh man , i try and stay away but it so so hard.', 'This song is a freaking heart break anthem , and the end of the song is just  🤌🏻✨', ""Still gives me the chills..\nBruno Mars strategically harnesses the power of *authentic views* for that significant breakthrough, igniting the excitement. It's a savvy move, considering many peers are following suit."", 'que pinche disco tan mas chingon... musica verdadera', '❤❤', 'Obra prima 😍']"
1941,-cy_tDQPXHk,"['11-11-23 this song is extremely seductive and sensual 🔥\U0001fae3🔥… those instruments near the end have a Vibration of their own 🌪️🌪️🌪️🎶🎶🎶🎶Never knew instruments could experience a “climax “ on their own \U0001faf6🏼\U0001faf6🏼\U0001faf6🏼😂😂🤭', '2:48', 'press 1 from number keys or 0:25 to skip the intro', 'hae in seoul... dont be this stubborn omg.', 'Silk Sonicで1番好きな曲🥰', 'Bruninho ❤', 'I want to agree, but', 'Silk sonic ❤', 'This part is so good: 3:45, I mean, I love the whole song, but this part', 'We need a music video for this ❤']"
1942,GG7fLOmlhYg,"['Dtole My Legal Name Alicia Felix and My Sons Name*Marc Felix and Our Social Security Numbers*', 'Shes from the Bronx  Samantha Ramirez', 'as someone who listens to mainly heavy music, I absolutely love Bruno Mars', '❤', 'When Bruno\'s chorus came up and he hit the B in ""bitch"" there was FEELIN behind that. that man was speaking from the soul.', 'It’s almost 2024 now. This is still the best music video I’ve ever seen', ""😂 I'm I the only one who finds this song hilarious 😂"", ""I can't believe I've just discovered this song now.  I could've been bumping this long time ago.  Smooth."", 'Gamblino you are the Master right in the same category as Marvin Gaye- Timeless Melancholy and Stress Relieving at the same time❤', '0:10 💯💯💯💯💯💯💯 0:14 💚💜💚💜💚💜 0:23']"
1943,vc3cLIExXKg,"['I think Ryan Reynolds and Bruno Mars are the most funny and entertaining advertisers out there 😂😂', '❤❤', 'I need those cane chairs in my life', 'I’ve never laughed so hard', 'Captions be like: ""Hai sombong tuh Gem woi Hei jedak dkjfghruhdfkghjghrukd.""', 'Nenhuma com o biquíni brasileiro!', 'bruno I uhh kinda like it😅', 'JESUS IS KING,JESUS IS IN OUR HEARTS AMEN PRAY 🙏🏻', 'Bruno mars I’m your biggest fan I know every word and every song you made some people say I even look like you', 'Bro']"
1944,vf6O2q6CY3w,"['この歌大好き', 'So uhm this place is to learn how to moon walk-', 'Stop this literally reminds me of my papa\n\n\nStory\n\n\nOk so my papa used to listen to this song when he was like 47 or smt  I think his last day he ever listened to him was like 2022 bc he got cancer and died this Sunday 😢', ""I love you song you can cout on me like one two three it's like my favorite song"", '♪♪♪💃👏', 'skating.....I do want to😮', 'I miss the skate rink in Wagga Wagga', 'Hell yeah skates', 'https://youtu.be/7vvjBzXgiGo\n\nTry dancing🕺', ""I would love to skate there but my mom but I can't because my mom I mean my dad will let me but I just don't know about skating there I have to get skating lessons""]"
1945,2PJsSAyOtqA,"['天才', 'The Midas Touch 🤩🙏✨💜✨✨✨🏆', '😂', 'Woo\n\nWoowoo\n\nWoo\n\nWoowoo\n\nWoowoowoo', '😂😂😂😂😂😂😂', 'Bro got me dying', 'Thé best ad ever', 'common groff w', 'Selva rey x leave the door open xd', 'La la la la la la la']"
1946,D5guxYe6iyY,"['最高', 'Hey Bro OOOh Holly super 🧠🌎🥠⚡🍋💉💊🩲👻🪖🚬🦧🤌🥊💸 👉👌n****!🧑🏾\u200d🦲', ""Hey Bro Oh Holly super ⚡🍋💉💊🩲👻🪖🥠❤️ Don't forget Justin Bieber 9999.999.999 okay kkk Let It go n*****!"", 'Hey Bruno mars Oh Holly super ⚡ 🍋 💉 💊 🩲 👻 🪖 🥠 🔥❄️ 🎼🎵🎶 Chamán uy uy uy uy uy uy uy uy uy n*****!', 'Hey Bruno mars Oh Holly super ⚡ 🍋 💉 💊 🩲 👻 🪖 🥠 🔥❄️🎼🎵🎶 uy uy uy uy n*****!', 'One millisecond of this beats lil pumps career', 'Gorgeous, gorgeous voices', 'Hey Bruno mars Oh Holly super ⚡🍋💉💊 🩲👻🪖🔥❄️🤌🤌🤌🤌🤌🤌🤌🤌🤌🤌🤌🤌🤌🤌🤌🤌🤌🤌🤌🤌🤌🤌🤌🤌🤌🤌🤌🤌🤌👻🐓🐔🤡 n*****', '❤', 'beautiful bright smiles']"
1947,CEw-7cMnBDY,"['I love Allison paak and Bruno Mars', 'These guys are absolute magic together.', ""This is such a great fun tribute to a throwback type of music.  I don't know why I think of Charlie's Angels at the beginning of the song.  The TV show.  LOL"", 'Bruno Mars of luffe of piece', 'I love skating 🎉', 'Oh my ❤', 'Underrated track by 1 Million %', '45 k by bruno mars music and bong r ignacio youtube', 'To discribe silk sonic, you have use old school vernacular. "" This is smoking, you dig""', 'Verdaderos artistas, completos en todo!! dan ganas de escuchar mas y mas. Gracias por darnos musica de verdad!! ya muy escasa en estos tiempo de autotune y computadoras ruidosas. Saludos desde Costa Rica!!']"
1948,yoWJfsk0gvk,"['Hell to the YES!!! He is one in a million', 'Excelente', 'The back up singers look so fine.', 'Ha And 😂😂😂', 'Amo porque amo ❤❤❤❤❤❤❤❤❤', 'Príncipe lindo Luz dois meus olhos ❤❤❤❤❤❤❤❤❤❤❤', 'Im jus happy they are wearing masks !!', 'Amo de paixão ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤', 'The Weeknd ? Bruno mars🔥', 'Вот это стиль! ❤ Почему так СЛАДКО❤']"
1949,Tr479M9JQ1U,"['Adjetivo q o talento deles cabe nenhum', ""Not only brunomars actual song, his performance wherever that's also exciting n feel good.. idk other story"", 'his falsetto is out of this world 3:56', 'São espetaculares', 'Homem mais sedutor do planeta Bruno Mars!!!!', 'If I was that girl I would have lost my shit', 'Tão sensacionais', '❤️❤️❤️❤️🙌', 'Abençoada essa moça', 'Bruninho e Anderson se completam aaaa incríveis juntos e o resto dos meninos também são perfeitos']"
1950,wnUK9zvtFLg,"['Oh', 'Bruninho ❤', ""This song is a masterpiece..\nBruno Mars strategically harnesses the power of *authentic views* for that significant breakthrough, igniting the excitement. It's a savvy move, considering many peers are following suit."", 'EU AMOOOOO! 😍❤\u200d🔥', 'Vevo', 'やっぱアナログレコードは良い\nCDやハイレゾなんかゴミ', 'Damn good😭', 'All this time, I thought he was saying he got the Lays (potato chips). Lol.', 'Jan 2023', 'なぜかココナッツモールが頭に浮かんだ']"
1951,5JDewVoityQ,"['Bruninho ❤', ""Incredible live performance 💯\r\nAbsolutely lit what *authentic views* is doing for Bruno Mars, putting him on the map. It's like they've got the secret sauce, transforming him into superstar. Groove on, and we'll be tuned in!"", 'Buena canción ❤ y bonita 👍👍👍', 'You are right this is second micheal i love you so much bruno mars', 'I love Bruno’s voice so much… he give me so much chills every time ❤️ he’s the best 🥰', 'Thought this was from the 2000 or 2010’s', '😎😍🙆\u200d♀️💕', '😍😎', 'Q música!!!!🇧🇷', 'Your music makes me happy.']"
1952,vgSTzy1gbRM,"[""Gonna tell Aunt Mary 'bout Uncle John\nHe claim he has the misery but he's havin' a lot of fun\nOh baby, yeah baby, woo baby\nHavin' me some fun tonight, yeah\nWell long, tall Sally\nShe's built for speed, she got\nEverything that Uncle John need, oh baby\nYeah baby, woo baby\nHavin' me some fun tonight, yeah\n\nGood Golly Miss Molly, sure like to ball\nOooh, Good Golly Miss Molly, sure like to ball\nWhen you're rockin' and a-rollin'\nCan't hear your mama call\nFrom the early, early mornin' till the early, early night\nWhen you caught Miss Molly rockin'\nAt the House Of Blue Light\nGood Golly Miss Molly, sure like to ball\nWhen you're rockin' and a-rollin'\nCan't hear your mama call\n\nI'm going to the corner\nGonna buy a diamond ring\nWould you pardon me, kiss me\nMake me ting-a-ling-a-ling\nGood Golly Miss Molly, sure like to ball\nWhen you're rocking and a-rollin'\nCan't hear your mama call"", 'Shutup', 'Piano goes crazy God damn', '5 stars to Bruno Mars!! 100% pure talent ❤', 'If you were here live, you can like the comment', 'Why doesn’t this video have more views and likes. My God. I get goosebumps watching this, EVERY TIME.  Just WOW 😮', 'Holy shit. That’s all I got. Just Holy Shit. 🔥🔥🔥🔥🔥🔥🔥', 'My first time seeing this- BEAUTIFUL', '❤❤❤❤❤❤', 'People like to be cynical about pop artists and mainstream music but Bruno mars really that insanely talented.  When you’re that good how are you not going to be mainstream']"
1953,_d4yW6Lz_1o,"['The harmony at the end x.x 😮😮😮', 'One of the best song I have ever heard. They are great.', 'Adoro eles', 'Leave it to Bruno Mars to make  the live show to be the official video for this song easily 😮', '💩 The song is not good👎👎👎👎', 'Lindos', '🥰', 'Eles pensam em tudo', 'Os vocais,o figurino a presença de palco e como eles se completam aaaaaa meu deus como eles são bons', 'Maravilhosos q dupla sensacional']"
